Name,  Unique?, Length, Minimized1 Length, Minimized 2 length, Lossless?, Mirrored in Patterns?, Inverted in Patterns?, Flipped in Patterns? 
1879-08-23_Esther_H&#x27;s_Knit_Edging, True, 25, 23, True, False, False, False
1879-08-23_Yarmouth_Edging, True, 10, 9, True, False, False, False
1879-11-08__Jane_Fisher&#x27;s_Edging, True, 55, 55, True, False, False, False
1879-11-29_Maggie&#x27;s_Knit_Edging, True, 75, 74, True, False, False, False
1879-5-3_Helens_Edging, True, 126, 112, True, False, False, False
1880-01-24_Jennies_Ruffling, True, 30, 26, True, False, False, False
1880-04-10_Ellsworth&#x27;s_Heart_Insertion, True, 102, 78, True, False, False, False
1880-06-12_Rockland_Edging, True, 132, 128, True, False, False, False
1880-06-19_Margaret&#x27;s_Scallop_Edging, True, 123, 84, True, False, False, False
1880-07-24_Home_Made_Ruche, True, 35, 35, True, False, False, False
1880-07-24_Old_Shale_Tidy, True, 7, 7, True, False, False, False
1880-07-24_Orrington_Lace, True, 76, 61, True, False, False, False
1880-07-31_Meda&#x27;s_Lace, True, 108, 108, True, False, False, False
1880-08-21_Edging_for_Dresses, True, 241, 213, True, False, False, False
1880-09-04_CBM&#x27;s_Lace, False, 71, 56, True, False, False, False
1880-09-11_Winthrop&#x27;s_Scallop_Lace, True, 49, 49, True, False, False, False
1880-10-16_Bells_Edging, True, 60, 59, True, False, False, False
1881-01-09_Aunt_Nora&#x27;s_Lace, True, 57, 41, True, False, False, False
1881-12-10_Cady&#x27;s_Normandy_Lace, True, 158, 142, True, False, False, False
1882-01-05_CER_Richmond_Tunisian_Lace, True, 51, 45, True, False, False, False
1882-01-26_Ella&#x27;s_Knit_Edging, True, 127, 87, True, False, False, False
1882_Lace_Edging, True, 90, 92, True, False, False, False
1883-08-09_Lizzie&#x27;s_Edging, True, 29, 29, True, False, False, False
1883-09-13_Madge&#x27;s_Narrow_Edging, True, 12, 12, True, False, False, False
1883-10-25_Border_for_Knitted_Quilt, True, 54, 54, True, False, False, False
1883-11-15_Openwork_Lace, True, 104, 94, True, False, False, False
1884-04-24_Dot&#x27;s_Narrow_Lace, True, 27, 23, True, False, False, False
1884-06-19_Lottie_and_Florrie&#x27;s_Edging, True, 31, 31, True, False, False, False
1884_Narrow_Edging_2, True, 37, 37, True, False, False, False
1884_Seed_Point_Lace_Edging, True, 90, 90, True, False, False, False
1884_Torchon_Edge, True, 38, 37, True, False, False, False
1885-02-05_Abbie_Hardy&#x27;s_Edging, True, 23, 23, True, False, False, False
1885-04-02_Mrs_Akers_Lace, True, 90, 87, True, False, False, False
1885-04-16_Ines_Ridley&#x27;s_Edging, True, 30, 27, True, False, False, False
1885-04-16_Isabella_Lace, True, 19, 11, True, False, False, False
1885-06-04_Mrs_Akers_Smyrna_Insertion, True, 126, 122, True, False, False, False
1885-06-04_Mrs_Akers_Smyrna_Lace, True, 196, 171, True, False, False, False
1885-06-04_Sadie_E_A_solid_point_lace, False, 55, 43, True, False, False, False
1885-06-04_Solid_Point_Lace, False, 55, 43, True, False, False, False
1885-06-04_Sylvania_Edging, True, 57, 47, True, False, False, False
1885-06-11_Wheat_Ear_Edging, True, 30, 29, True, False, False, False
1885-06-25_Herringbone_Edge, False, 213, 106, True, False, False, False
1885-06-25_Herringbone_Edge_v2, False, 213, 106, True, False, False, False
1885-07-09_Pussy_Willow&#x27;s_Wide_Lace, True, 298, 219, True, False, False, False
1885-08-06_Myrna_Dodge_New_Castle_torchon_lace, True, 74, 59, True, False, False, False
1885-09-10_Etha&#x27;s_Collar, True, 101, 101, True, False, False, False
1885-11-05_Hannie_Tompkin&#x27;s_Narrow_Edge, True, 31, 27, True, False, False, False
1885-12-03_Shell_Work_Mittens, False, 100, 18, True, False, False, False
1886-04-08_Lucy_Wasson_West_Brooksville_lace, True, 94, 94, True, False, False, False
1886-09-23_Saratoga_Lace, True, 120, 110, True, False, False, False
1887-04-14_Ina&#x27;s_Narrow_Edging, True, 22, 19, True, False, False, False
1887_Boston_Globe_Knitted_Dish_Cover, True, 13, 13, True, False, False, True
1888-01-19_Bessie&#x27;s_Lace, False, 92, 87, True, False, False, False
1888-03-22_May&#x27;s_shell_lace, True, 100, 88, True, False, False, False
1888-07-05_Nellie&#x27;s_Lace_Edging, True, 192, 141, True, False, False, False
1888-07-19_Nettie&#x27;s_Narrow_Edging, True, 23, 23, True, False, False, False
1888-07-19_Nettie&#x27;s_Shell_Edging, True, 87, 84, True, False, False, False
1888-11-08_Circle_Edging, True, 131, 113, True, False, False, False
1889-04-11_Ethel_K_Cox_scroll_leaf, True, 124, 120, True, False, False, False
1890-07-10_Nellie_Hughs&#x27;_Lace, True, 40, 25, True, False, False, False
1892-05-12_May_Lace, True, 91, 41, True, False, False, False
1893-04-27_Daisy&#x27;s_Lace, True, 32, 35, True, False, False, False
1894-03-01_Shell_Work, False, 100, 18, True, False, False, False
1894-07-12_Stella&#x27;s_Lace, True, 25, 23, True, False, False, False
1894-12-13_Crosby&#x27;s_Edging, True, 47, 43, True, False, False, False
1898-04-07_Narrow_Leaf_Lace, True, 43, 32, True, False, False, False
1908_clwl, True, 45, 45, True, False, False, False
1908_clwlc_2_0, True, 117, 105, True, False, False, False
1908_clwlc_3_1, True, 139, 125, True, False, False, False
1908_clwlc_sbs, True, 94, 94, True, False, False, False
1908_clwlc_sigle_wavy, True, 39, 39, True, False, False, False
1908_clwlc_single_wavy__2, True, 38, 38, True, False, False, False
1908_cyn_1a, True, 102, 96, True, False, False, False
1908_cyn_4, True, 78, 78, True, False, False, False
1908_jumble_2, True, 94, 94, True, False, False, False
1908_single_reverse_single_2, True, 77, 77, True, False, False, False
1908_wil_1_0, True, 37, 37, True, False, False, False
1917_Norwich_Bulletin_Knitted_yoke, True, 292, 266, True, False, False, False
1923_Lily_of_the_Valley_2, True, 207, 205, True, False, False, False
1936_Lace, True, 44, 44, True, False, False, False
1st_rep, True, 13, 13, True, False, False, False
1x1_rib_variation, True, 241, 239, True, False, False, False
1_10, True, 52, 34, True, True, False, True
1_2, True, 3, 3, True, False, False, False
1_3, True, 15, 15, True, False, False, False
1_4, True, 224, 12, True, False, False, False
1_5, True, 304, 278, True, False, False, False
1_6, True, 40, 28, True, False, False, False
1_7, True, 110, 110, True, False, False, False
1_8, True, 8, 8, True, False, False, True
1_9, True, 3, 3, True, False, False, False
1_sq, True, 90, 90, True, True, False, True
1_x_7, True, 12, 12, True, False, False, False
2, True, 21, 21, True, False, False, False
200-year-old_Easy_Zig-Zag_Lace, True, 18, 18, True, False, False, False
2015, True, 37, 37, True, False, False, False
2016, True, 62, 62, True, True, False, False
2017, True, 35, 35, True, False, False, False
201805070016, True, 315, 159, True, False, False, False
20180527-1630, True, 337, 254, True, False, False, False
2019, True, 32, 32, True, False, False, False
20191102, True, 10, 11, True, False, False, True
2022, True, 20, 20, True, False, False, False
20220108, True, 104, 78, True, False, False, False
20220109, True, 74, 57, True, False, False, False
20220116, True, 59, 59, True, False, False, False
20220116_1, True, 66, 65, True, False, False, False
2023-2, True, 3, 3, True, True, False, True
2023-3, True, 28, 28, True, False, False, False
2023, True, 47, 47, True, False, False, False
21;_with_the_row_row_row_in_the_round_(copy)_debug, True, 142, 126, True, False, False, False
21;_with_the_row_row_row_in_the_round_(copy)_debug_2, True, 150, 117, True, False, False, False
219-10, True, 118, 95, True, False, False, True
222_Braided_Cable, True, 19, 19, True, False, False, False
24_segment_circle;_one_twelfth;_part_2, True, 16, 16, True, False, False, True
24_segment_circle;_part_3, True, 20, 20, True, False, False, True
24_segment_circle;_start, True, 14, 14, True, False, False, True
24_segment_circle, True, 14, 14, True, False, False, True
260_Knitting_Patterns_chart_29, True, 206, 106, True, True, False, False
260_Knitting_Patterns_chart_33, True, 44, 38, True, False, False, False
260_Knitting_Patterns_Chart_37, True, 202, 202, True, False, False, False
260_Knitting_Patterns_Chart_37_(variation), True, 108, 108, True, False, False, False
260_Knitting_Patterns_Chart_40, True, 153, 151, True, False, False, False
260_Knitting_Patterns_chart_42, True, 401, 401, True, False, False, False
260_Knitting_Patterns_Chart_50_(partial), True, 44, 22, True, False, False, False
260_Knitting_Patterns_chart_60, True, 49, 49, True, False, False, False
260_Knitting_Patterns_chart_66, True, 292, 280, True, True, False, False
28_Row_Daphne, True, 294, 284, True, False, False, False
28_Row_Sand_Vine_main, True, 268, 258, True, False, False, False
28_sock_test, True, 37, 37, True, False, False, False
293, True, 374, 333, True, False, False, False
2farbiges_Muster, True, 8, 8, True, False, False, True
2sts-iCord_on_garter, True, 17, 17, True, False, False, False
2x2_cowl, True, 19, 15, True, False, False, False
2_Color_Garter;_SPN_1, True, 4, 4, True, True, False, True
2_Color_Garter;_SPN_2, True, 4, 4, True, True, False, True
2_Color_Garter2;_Sl_1, False, 2, 2, True, True, False, True
2_segments_of_6_segment_circle, True, 77, 125, True, True, False, True
2_sq, True, 142, 102, True, True, False, True
2_stitch_wide_Honeycomb_(closed_O_cables), True, 14, 10, True, True, False, False
2_x_2_ribbing_increase, True, 51, 43, True, True, False, False
3-1_ribbing, True, 6, 6, True, False, False, False
3-petaled_flower_field_(repeat_only), True, 53, 53, True, False, False, False
32_34_sleeve_original, True, 425, 317, True, False, False, False
32_34_sleeve_v2, True, 355, 334, True, False, False, False
333_Braided_Cable, True, 28, 24, True, True, False, False
33_Left_cross, True, 28, 28, True, False, False, False
34_circle_shawl_with_incremental_increases, True, 194, 194, True, False, False, False
3D-Schal_1, True, 110, 110, True, False, False, False
3D-Schal_2, True, 126, 126, True, False, False, False
3D-Schal_3, True, 96, 96, True, False, False, False
3D-Schal_4, True, 122, 122, True, False, False, False
3D-Schrumpel-Schlauch, True, 6, 6, True, False, False, True
3D, True, 55, 55, True, False, False, False
3D_wide_bubble_like_stitch, True, 90, 86, True, False, False, True
3petal_flowers_triangular, True, 157, 99, True, False, False, False
3x1_rib_decrease_100_stitches_in_round, True, 64, 64, True, False, False, False
3x1_rib_hat_top, True, 46, 46, True, False, False, False
3x3_spiral_rib, True, 108, 98, True, False, False, False
3_Leaves_on_Start_WIP, True, 423, 325, True, True, False, False
3_over_4_triangle_shawl_shape, True, 57, 57, True, True, False, True
3_sq, True, 69, 47, True, True, False, True
3_to_7_Gather, True, 9, 9, True, True, False, False
3_x_1_slip_stitch_rib, True, 3, 3, True, False, False, True
45-55, True, 93, 75, True, False, False, False
48, True, 14, 14, True, False, False, False
48st_raglan, True, 92, 92, True, False, False, False
4U587, True, 331, 307, True, False, False, False
4_quarter_heel_and_toe_for_80_st_sock, True, 60, 60, True, False, False, False
4_quarter_toe_80_sts_(half_the_pattern), True, 37, 37, True, False, False, False
4_quarter_toe_with_gusset_80_sts, True, 64, 64, True, False, False, False
5-petal_flower, True, 44, 38, True, False, False, False
5161564, True, 33, 8, True, False, False, False
5_hour_set-_bonnet, True, 8, 8, True, False, False, False
5_Leaves_on_Start_v2_WIP, True, 799, 378, True, True, False, False
5_Leaves_on_Start_WIP, True, 742, 360, True, True, False, False
5_Start_Large_Lacey_Leaves_WIP, True, 1217, 316, True, True, False, False
5_to_3_Bunny_Ears_Front_Decrease, True, 7, 7, True, True, False, True
6&quot;_Doily, True, 169, 163, True, False, False, False
6107, False, 643, 569, True, False, False, False
6107_2, False, 643, 569, True, False, False, False
67_stitch_herringbone, True, 7, 7, True, False, False, False
6x8, True, 19, 19, True, False, False, False
6_p, True, 100, 100, True, False, False, False
6_segment_circlehexagon, True, 8, 8, True, True, False, True
6_stitch_wide_diamond, True, 23, 23, True, True, False, False
6_to_33_cable, True, 79, 50, True, False, False, False
7-sts-flame_garter_version, True, 87, 87, True, False, False, False
7-sts-flame_garter_version_with_border, True, 131, 129, True, False, False, False
7-sts-leaf, True, 78, 78, True, False, False, False
7-sts-leaf_with_border, True, 118, 114, True, False, False, False
72_st_gusset_and_4_square_heel, True, 50, 50, True, False, False, False
7_stitch_single_decrease_razor_shell, True, 8, 8, True, True, False, False
8&quot;_Doily, True, 257, 248, True, False, False, False
8-row_eyelets, True, 22, 22, True, False, False, False
8-sts-leaf-counterpane-Version, True, 31, 31, True, False, False, False
8-sts-leaf, True, 98, 98, True, False, False, False
8-sts-leaf_(copy), True, 81, 81, True, False, False, False
8_by_6, True, 23, 23, True, True, False, False
8_increases_garter, True, 28, 21, True, False, False, True
8_increase_wedge_crescent, True, 248, 122, True, True, False, True
8_row_mesh, True, 55, 49, True, False, False, False
8_segment_circle, True, 15, 15, True, True, False, True
8_stitch_wide_diamond_bobble, True, 30, 30, True, False, False, False
9_stitches, True, 39, 33, True, False, False, False
9_stitch_plaited__braided_cable, True, 6, 6, True, False, False, False
a, True, 6, 6, True, False, False, False
A1, True, 208, 181, True, False, False, False
a2, True, 45, 39, True, True, False, False
A2_-_Hell_Strophe, True, 69, 69, True, False, False, True
a3, True, 54, 54, True, True, False, False
a3_2, True, 265, 265, True, False, False, True
a3_3, True, 53, 48, True, False, False, False
aa, False, 17, 17, True, False, False, False
aaa, True, 22, 24, True, False, False, True
aaa_2, True, 6, 6, True, False, False, True
aaepitsi_kiri_6, True, 265, 207, True, False, False, False
aallot_pitsi, True, 134, 134, True, False, False, False
Abaris_Point_Edging;_revised, True, 70, 70, True, False, False, False
Abaris_Point_Edging, True, 130, 115, True, False, False, False
Abbreviated_pi, True, 118, 118, True, False, False, False
Abby, True, 63, 63, True, False, False, False
ABCD, True, 44, 65, True, False, False, False
ABG_1, True, 22, 22, True, True, False, True
ABG_14, True, 22, 22, True, False, False, False
ABG_19, True, 22, 22, True, False, False, True
ABG_2, True, 16, 16, True, True, False, True
ABG_20, True, 25, 25, True, False, False, True
ABG_21, True, 28, 28, True, False, False, False
ABG_22, True, 24, 24, True, True, False, True
ABG_24, True, 7, 7, True, False, False, False
ABG_26, True, 15, 15, True, False, False, False
ABG_27, True, 14, 14, True, True, False, True
ABG_28, True, 6, 6, True, True, False, True
ABG_29, True, 8, 8, True, True, False, True
ABG_3, True, 10, 10, True, False, False, True
ABG_4, True, 23, 23, True, False, False, False
ABG_5, True, 56, 56, True, False, False, False
ABG_6, True, 8, 8, True, True, False, True
ABG_8, True, 22, 22, True, True, False, True
ABG_9, True, 22, 22, True, True, False, True
Abnehmen, True, 6, 5, True, False, False, False
Abomination, True, 63, 46, True, False, False, True
Abotanicity, True, 10, 10, True, False, False, False
Abotanicity_2, True, 53, 50, True, False, False, False
Abotanicity_3, True, 32, 32, True, False, False, False
Abotanicity_4, True, 9, 9, True, False, False, False
Abotanicity_5, True, 19, 19, True, False, False, False
Abotanicity_6, True, 19, 19, True, False, False, False
Abotanicity_7, True, 41, 41, True, False, False, False
Abotanicity_8, True, 66, 63, True, False, False, False
ABS, True, 126, 124, True, False, False, False
Abstract_lace, True, 34, 34, True, False, False, False
Acadia, True, 25, 25, True, False, False, False
accent_cable, True, 15, 15, True, False, False, False
Accordion, True, 10, 10, True, False, False, False
Ackerfurchen, True, 4, 4, True, False, False, True
Acorn, True, 36, 36, True, False, False, False
Acorns_and_diamonds, True, 43, 43, True, True, False, False
Acorn_3A, True, 24, 24, True, False, False, False
Acorn_3B, True, 24, 24, True, False, False, False
Acorn_and_Lace_left_border, True, 349, 348, True, False, False, False
Acorn_and_Lace_right_border, True, 361, 356, True, False, False, False
Acorn_blanket, True, 70, 71, True, False, False, False
Acorn_insert, True, 47, 27, True, False, False, False
Acorn_Stitch, True, 69, 69, True, False, False, False
Acorn_stitch_border_section, True, 17, 17, True, False, False, False
Acorn_variation, True, 36, 36, True, False, False, False
Acre;_version_1, True, 44, 44, True, False, False, False
Acre;_version_2, True, 173, 174, True, False, False, False
adams_lace, True, 291, 291, True, False, False, False
Adapted_Hat, True, 457, 386, True, False, False, False
Adding_Rib_4x4_in_Inv_St_St, True, 18, 17, True, False, False, False
Adobe, True, 33, 33, True, False, False, False
Adobe_2, True, 26, 26, True, False, False, False
Adobe_cable, True, 35, 35, True, False, False, False
Adrift, True, 16, 16, True, False, False, False
Adrift_2, True, 26, 26, True, False, False, False
Adrift_3, True, 23, 23, True, True, False, False
Adrift_4, True, 31, 31, True, True, False, False
Adventszopf, True, 27, 27, True, False, False, False
Adventszopf_2, True, 29, 29, True, False, False, False
Advent_Calendar_Scarf_2013_-_Day_1, False, 15, 15, True, True, False, False
Advent_Calendar_Scarf_2013_-_Day_2, True, 63, 63, True, False, False, False
Advent_Calendar_Scarf_2013_-_Day_2_(narrower), True, 63, 63, True, False, False, False
Advent_Calendar_Scarf_2013_-_Day_3, True, 100, 97, True, False, False, False
Advent_Calendar_Scarf_2013_-_Day_4, True, 53, 53, True, False, False, False
Advent_Calendar_Scarf_2013_-_Day_5, True, 37, 37, True, False, False, False
Advent_Calendar_Scarf_2013_-_Day_7, True, 16, 16, True, False, False, False
Advent_Calendar_Scarf_2013_-_Spacer, True, 9, 9, True, False, False, False
AD_test, True, 120, 102, True, False, False, False
Agave_leaves, True, 121, 119, True, False, False, False
Agave_leaves_in_rounds, True, 49, 49, True, False, False, False
AGB_18, True, 32, 32, True, False, False, False
AGB_18A, True, 16, 16, True, False, False, False
Agosto, True, 28, 28, True, False, False, False
Agosto_2, True, 53, 53, True, False, False, False
Agosto_4, True, 38, 38, True, False, False, False
Airport, True, 6, 6, True, False, False, False
AI_weirdness_birds_stitch, True, 365, 365, True, False, False, False
aj001, True, 42, 42, True, False, False, False
AJ003, True, 18, 18, True, False, False, False
Ajour, True, 154, 32, True, True, False, False
Ajourmuster-Insert, True, 34, 34, True, False, False, False
Ajourmuster-Rippen, True, 33, 33, True, False, False, False
Ajourmuster, True, 37, 37, True, False, False, False
Ajourmusterspalte, True, 17, 17, True, False, False, False
Ajourmuster_2, True, 34, 34, True, False, False, False
Ajourmuster_3, True, 11, 11, True, False, False, False
Ajourmuster_4, True, 17, 17, True, False, False, False
Ajourmuster_5, True, 24, 22, True, False, False, False
Ajourmuster_6, True, 44, 44, True, False, False, False
Ajourmuster_7, True, 66, 66, True, False, False, False
Ajourmuster_8, True, 60, 60, True, False, False, False
Ajourmuster_R08, True, 14, 14, True, False, False, False
Ajour_01, True, 20, 20, True, True, False, False
Ajour_02_(WIP), True, 26, 20, True, False, False, False
Ajour_2, True, 81, 81, True, False, False, False
Ajour_Branches, True, 29, 29, True, False, False, False
Alabaster, True, 32, 32, True, False, False, False
Alder_Leaf, True, 191, 191, True, False, False, False
Alex, True, 10, 8, True, False, False, True
Alex_2, True, 23, 21, True, False, False, False
Alex_3, True, 18, 17, True, False, False, False
Alice&#x27;s_Edge, True, 23, 23, True, False, False, False
Alice&#x27;s_Roses, True, 118, 118, True, False, False, False
Alice, True, 17, 17, True, False, False, False
Alice_Pattern, True, 15, 15, True, False, False, False
Aligned_parentheses, True, 4, 4, True, False, False, False
Alistair&#x27;s_Rose, True, 44, 44, True, False, False, False
Allium, True, 51, 51, True, False, False, False
Allium_2, True, 65, 65, True, False, False, False
Allover_lace;_originally_used_for_a_blouse_, True, 76, 76, True, False, False, False
Allover_lace_1, True, 32, 19, True, True, False, False
Allumette, True, 37, 37, True, False, False, False
All_over_lace_1, True, 75, 44, True, False, False, False
all_together_now, True, 834, 723, True, False, False, False
Alpaca_lace, True, 52, 52, True, True, False, False
Alpine_Lace_Scarf-Diamond_Border, True, 98, 88, True, False, False, False
Alpine_Lace_Scarf-_Rose_leaf_center, True, 68, 60, True, False, False, False
Alsacian_Scallop, True, 64, 64, True, False, False, False
Alsacian_Scallops, True, 64, 64, True, False, False, False
Alsacian_Scallops_sitch, True, 64, 64, True, False, False, False
Altenating_increase_and_decrease, True, 80, 64, True, False, False, False
Alternate_leaves, True, 312, 312, True, False, False, False
Alternating_curves, True, 30, 30, True, False, False, False
Alternating_curves_2, True, 48, 48, True, False, False, False
Alternating_curves_3, True, 49, 49, True, False, False, False
Alternating_curves_4, True, 27, 27, True, False, False, False
Alternating_Feather_Stitch, True, 15, 15, True, False, False, False
Alternating_leaves, True, 136, 136, True, False, False, False
Alternating_rib, True, 14, 14, True, True, False, True
Alternating_ribs, True, 11, 11, True, False, False, False
Alternating_Tuck_Scales, True, 105, 105, True, False, False, False
Alternating_Wheat_Ears_-_pattern_on_odd_rows_only, True, 68, 68, True, False, False, False
Alternative_Triangle_shawl_shape, True, 68, 68, True, False, False, True
Aluspaita, True, 62, 64, True, False, False, False
Amazing_Grace, True, 51, 40, True, False, False, False
amber, True, 200, 200, True, False, False, False
Amber_waves, True, 41, 41, True, False, False, False
Amber_waves_2, True, 41, 41, True, False, False, False
AMC_practice, True, 12, 12, True, False, False, True
Amphora, True, 37, 37, True, False, False, False
Amsterdam, True, 12, 11, True, False, False, False
Anchor, True, 299, 289, True, False, False, False
Andy_Crichton-Smith, False, 213, 127, True, False, False, True
Angela, True, 39, 39, True, False, False, False
Angelfish, True, 170, 170, True, False, False, False
Angel_2, True, 27, 27, True, False, False, False
Angel_Wings, True, 237, 235, True, False, False, False
Angel_Wings_2, True, 474, 445, True, False, False, False
Angles, True, 27, 27, True, False, False, True
Angles_(Polygon), True, 125, 125, True, False, False, False
Angles_(WIP_1), True, 70, 48, True, False, False, False
Angles_(WIP_2), True, 108, 96, True, False, False, False
Angles_and_waves, True, 15, 15, True, False, False, False
Angles_and_waves_2, True, 33, 33, True, False, False, False
Angles_and_waves_3, True, 64, 64, True, False, False, False
Angles_and_waves_4, True, 27, 27, True, False, False, False
Angles_and_waves_5, True, 51, 51, True, False, False, False
Angular_shawl, True, 17, 17, True, False, False, False
Annis, True, 176, 172, True, False, False, False
another_edging_experiment, True, 67, 57, True, False, False, False
Another_Leaf_Pattern, True, 126, 126, True, False, False, False
another_one, False, 246, 246, True, False, False, False
Another_Pretty_Pattern_for_a_Knit_Purse, True, 13, 13, True, False, False, False
another_test, True, 82, 55, True, False, False, False
another_travelling_vine, True, 94, 82, True, False, False, False
Ant&#x27;s_path, True, 8, 8, True, False, False, False
Antique_Diamond_Pattern, True, 83, 82, True, False, False, False
Antique_Diamond_Pattern_2, True, 61, 61, True, False, False, False
Antique_Edging;_v2, True, 84, 80, True, False, False, False
Antique_Edging, True, 81, 77, True, False, False, False
Antlers, True, 47, 45, True, True, False, False
antler_adaptation, True, 5, 5, True, False, False, True
Ant_egg_stitch, True, 8, 8, True, False, False, True
AnyWay_Lace_Pattern, True, 39, 21, True, True, False, False
anyway_rib, True, 101, 101, True, False, False, False
an_almost_lost_washcloth, True, 20, 20, True, False, False, False
An_experiment, True, 154, 122, True, False, False, False
Apennine_edging, True, 9, 9, True, False, False, False
Apple_Leaf_1, True, 59, 59, True, False, False, False
Apple_Leaf_2, True, 56, 56, True, False, False, False
Apple_Valley, True, 26, 26, True, False, False, False
Apple_Valley_2, True, 41, 41, True, False, False, False
Apple_Valley_3, True, 38, 38, True, False, False, False
Aquaduct, True, 31, 31, True, False, False, False
Aquaduct_2, True, 12, 12, True, True, False, True
Arabella_shawl, True, 58, 58, True, False, False, False
Aramis, False, 7, 7, True, False, False, True
aran1, True, 473, 422, True, False, False, False
Aran_-_cable_(wip), True, 137, 112, True, False, False, False
Aran_-_intricate_cable, True, 369, 320, True, False, False, False
Aran_Cable_Scarf, True, 80, 67, True, True, False, False
Aran_centre_panel, True, 188, 173, True, False, False, False
Aran_Lattice_Cable, True, 26, 26, True, False, False, False
Aran_long_cable, True, 13, 11, True, False, False, False
Aran_panel_-_filled_diamonds, True, 126, 126, True, False, False, False
Aran_Rhombus_Pattern_(narrow), True, 149, 52, True, False, False, False
Aran_Tree, True, 56, 39, True, False, False, True
Arbor_Celestial_Blanket, True, 119, 119, True, False, False, False
Arbor_Lace, True, 83, 83, True, False, False, False
Arbor_shawl, True, 106, 106, True, False, False, False
Arch, True, 137, 121, True, False, False, False
Arches, True, 52, 52, True, False, False, True
Arches_(round), True, 284, 206, True, False, False, False
Arches_3, True, 32, 32, True, False, False, False
arches_minus_columns, True, 62, 48, True, False, False, False
architectural, True, 131, 111, True, False, False, False
ARC_SHAWL_-_BASIC, True, 60, 60, True, False, False, False
Argyle, True, 121, 121, True, False, False, False
Aria_Delicato, True, 71, 55, True, False, False, False
Arisaig_Lace, True, 43, 43, True, False, False, False
Armhole_math, True, 8, 8, True, False, False, False
Armhole_math_2, True, 8, 8, True, False, False, False
Armhole_shaping_for_F&amp;F_Variation, True, 59, 59, True, False, False, False
arm_lace, True, 45, 45, True, True, False, False
Arr, True, 55, 55, True, False, False, False
Arrowheads, True, 97, 97, True, False, False, False
Arrowhead_Lace, True, 65, 65, True, False, False, False
Arrowhead_Lace_2, True, 54, 54, True, False, False, False
Arrowhead_Lace_combination_3, True, 229, 229, True, False, False, False
Arrowhead_Lace_combination_4, True, 211, 211, True, False, False, False
Arrowhead_Lace_combination_5, True, 84, 84, True, False, False, False
